transcript	CDS_start
Y48A6B.13e.3	11060794
Y48A6B.13c.3	11056245
Y48A6C.3.1	11119199
Y48A6C.4.1	11119803
Y48B6A.1.1	14154373
Y48B6A.5.1	14175174
Y48B6A.6a.2	14180265
Y48B6A.6a.1	14180265
Y48B6A.6c.1	14187779
Y48B6A.6b.1	14184179
Y48B6A.10.1	14214409
Y48B6A.11.1	14243590
Y48B6A.12.1	14233803
Y48B6A.12.2	14233803
Y48B6A.12.3	14233803
Y48B6A.13a.1	14226259
Y48B6A.13b.1	14226259
Y48B6A.13b.2	14226259
Y48C3A.1.1	13260495
Y48C3A.3.1	13309290
Y48C3A.4.1	13285782
Y48C3A.5c.1	13299732
Y48C3A.5b.1	13272634
Y48C3A.5a.1	13272634
Y48C3A.8b.1	13325681
Y48C3A.8a.1	13330525
Y48C3A.8a.2	13330525
Y48C3A.10.1	13338282
Y48C3A.11.1	13347884
Y48C3A.12.1	13376423
Y48C3A.14c.1	13392294
Y48C3A.14d.1	13398754
Y48C3A.14a.1	13389761
Y48C3A.14b.1	13396121
Y48C3A.16.1	13402980
Y48C3A.18a.1	13412649
Y48C3A.18b.1	13413133
Y48C3A.18c.1	13413980
Y48C3A.20.1	13369607
Y48E1A.1b.1	13678549
Y48E1A.1a.1	13694781
Y48E1B.1.1	13547629
Y48E1B.2a.1	13539996
Y48E1B.2b.1	13537008
Y48E1B.2b.2	13537008
Y48E1B.3d.1	13561136
Y48E1B.3c.1	13564539
Y48E1B.3b.1	13550541
Y48E1B.3a.2	13567966
Y48E1B.3a.1	13567966
Y48E1B.5.1	13575061
Y48E1B.7.1	13575931
Y48E1B.8.1	13585755
Y48E1B.9a.1	13593733
Y48E1B.9b.1	13592845
Y48E1B.9b.2	13592845
Y48E1B.11.1	13596543
Y48E1B.14a.2	13531195
Y48E1B.14a.1	13531195
Y48E1B.14b.1	13531192
Y48E1B.16.1	13590532
Y48E1C.1a.1	13415029
Y48E1C.1d.1	13419098
Y48E1C.1d.3	13419098
Y48E1C.1d.2	13419098
Y48E1C.1c.1	13415029
Y48E1C.2.2	13424549
Y48E1C.2.1	13424549
Y48E1C.4b.1	13436819
Y48E1C.4a.1	13436819
Y48G10A.1.2	13489592
Y48G10A.1.1	13489592
Y48G10A.1.3	13489592
Y48G10A.2a.1	13487368
Y48G10A.2b.1	13484400
Y48G10A.3.1	13474181
Y48G10A.4b.1	13464846
Y48G10A.4a.2	13470351
Y48G10A.4a.1	13470351
Y48G10A.6.1	13451554
Y49A3A.1.1	14347776
Y49A3A.2.4	14351717
Y49A3A.2.3	14351717
Y49A3A.2.2	14351717
Y49A3A.2.1	14351717
Y49A3A.2.5	14351717
Y49A3A.3.1	14354450
Y49A3A.4.1	14358350
Y49A10A.1.1	10358494
Y49E10.2.1	12373841
Y49E10.4.2	12380562
Y49E10.4.1	12380562
Y49E10.10.1	12396057
Y49E10.10.2	12396057
Y49E10.11a.1	12420664
Y49E10.11a.2	12420664
Y49E10.11b.1	12420664
Y49E10.11b.2	12420664
Y49E10.11c.1	12420664
Y49E10.11c.2	12420664
Y49E10.16a.1	12430520
Y49E10.16b.1	12431644
Y49E10.17a.1	12436552
Y49E10.17b.1	12439058
Y49E10.18.1	12446101
Y49E10.19.1	12453184
Y49E10.20.1	12456846
Y49E10.21b.1	12457599
Y49E10.21a.1	12457599
Y49E10.22.1	12466619
Y49E10.23b.2	12472940
Y49E10.23b.1	12472940
Y49E10.23a.2	12472940
Y49E10.23a.1	12472940
Y49E10.24a.1	12484794
Y49E10.24b.1	12484794
Y49E10.25.1	12492084
Y49E10.27.1	12434411
Y50E8A.1.1	14726907
Y50E8A.2.1	14728854
Y50E8A.5.1	14736135
Y50E8A.6.1	14741326
Y50E8A.7.1	14748705
Y50E8A.9c.1	14779714
Y50E8A.9b.1	14779714
Y50E8A.9a.1	14779714
Y50E8A.10.1	14780081
Y50E8A.11.1	14781493
Y50E8A.12a.1	14784001
Y50E8A.12b.1	14782858
Y50E8A.12c.1	14784001
Y51A2A.1.1	18282995
Y51A2A.4a.1	18290952
Y51A2A.5.1	18298806
Y51A2A.6.1	18302714
Y51A2A.7.1	18305571
Y51A2A.11.1	18294359
Y51A2B.2.1	18374494
Y51A2B.3.1	18382690
Y51A2B.4.1	18389122
Y51A2B.5.1	18389280
Y51A2B.6.1	18394303
Y51A2B.8.1	18379119
Y51A2D.1a.1	18508873
Y51A2D.4.1	18516880
Y51A2D.5.1	18524894
Y51A2D.7b.1	18533963
Y51A2D.7b.2	18533963
Y51A2D.8.1	18553846
Y51A2D.9a.1	18556553
Y51A2D.9b.1	18555792
Y51A2D.9b.2	18555792
Y51A2D.10a.1	18556788
Y51A2D.10b.1	18557703
Y51A2D.11.1	18560275
Y51A2D.11.2	18560275
Y51A2D.13b.1	18579606
Y51A2D.13a.1	18577449
Y51A2D.14.1	18582669
Y51A2D.14.2	18582669
Y51A2D.15c.1	18601349
Y51A2D.15b.1	18592799
Y51A2D.15a.1	18592799
Y51A2D.18.1	18487113
Y51B9A.3.1	9406976
Y51B9A.4.1	9407854
Y51B9A.5.1	9404212
Y51B9A.6a.1	9403137
Y51B9A.6b.1	9402501
Y51B9A.7.1	9400059
Y51B9A.8.1	9398866
Y51B9A.9.1	9397534
Y51H1A.2d.1	13860028
Y51H1A.2e.1	13858630
Y51H1A.2e.5	13858630
Y51H1A.2a.1	13872241
Y51H1A.2e.4	13858630
Y51H1A.2b.1	13871901
Y51H1A.2e.2	13858630
Y51H1A.2e.3	13858630
Y51H1A.2c.1	13860976
Y51H1A.3b.1	13872902
Y51H1A.3a.2	13872871
Y51H1A.3a.1	13872871
Y51H1A.3b.2	13872902
Y51H1A.4.1	13876062
Y51H1A.6b.2	13896142
Y51H1A.6b.1	13896142
Y51H1A.6a.1	13888662
Y51H4A.1.1	16477192
Y51H4A.4a.1	16505669
Y51H4A.5.1	16526122
Y51H4A.6.1	16533661
Y51H4A.7.2	16542322
Y51H4A.7.1	16542322
Y51H4A.8.1	16578515
Y51H4A.10.1	16626228
Y51H4A.12.1	16655833
Y51H4A.13.1	16646284
Y51H4A.15.1	16656619
Y51H4A.17b.1	16664322
Y51H4A.17c.1	16664322
Y51H4A.17a.1	16664322
Y51H4A.22.1	16720715
Y51H4A.23.1	16722916
Y51H4A.24.1	16739291
Y51H4A.25d.1	16736331
Y51H4A.25b.1	16736331
Y51H4A.25a.2	16740172
Y51H4A.25e.1	16738912
Y51H4A.25a.1	16740172
Y51H4A.26.1	16628009
Y52B11A.1.1	10966313
Y52B11A.2b.1	10970166
Y52B11A.2a.1	10970166
Y52B11A.3a.1	10970498
Y52B11A.3b.1	10972069
Y52B11A.4.1	11004283
Y52B11A.4.2	11004283
Y52B11A.5.1	11015486
Y52B11A.7.1	11025653
Y52B11A.8.1	11032342
Y52B11A.9.2	11038819
Y52B11A.9.1	11038819
Y52B11A.10.1	11039062
Y52B11B.1.1	11123761
Y52B11C.1.1	11168736
Y52D3.1a.2	10947459
Y52D3.1a.1	10947459
Y53C10A.4.1	11979507
Y53C10A.5.1	11998782
Y53C10A.5.2	11998782
Y53C10A.6b.1	12004997
Y53C10A.6a.1	12004997
Y53C10A.10.1	12020779
Y53C12A.3.1	9706238
Y53C12A.4.1	9703699
Y53C12A.4.2	9703699
Y53C12A.6b.1	9717715
Y53C12A.6a.1	9717775
Y53C12A.7.1	9700591
Y53C12B.1.1	9746067
Y53C12B.2.1	9742873
Y53C12B.2.2	9742873
Y53C12B.6.1	9724526
Y53C12B.7.1	9752304
Y53C12C.1.1	9827926
Y53F4A.2.1	14877112
Y53F4B.1.1	14958189
Y53F4B.3.1	14969345
Y53F4B.4c.1	14972239
Y53F4B.4b.2	14969648
Y53F4B.4b.1	14969648
Y53F4B.4a.1	14973453
Y53F4B.5.1	14984009
Y53F4B.7.1	14992898
Y53F4B.9.1	15010411
Y53F4B.10.1	15003510
Y53F4B.11b.1	15012826
Y53F4B.11a.1	15010792
Y53F4B.12a.1	15019224
Y53F4B.12b.1	15019224
Y53F4B.13a.1	15026196
Y53F4B.13d.1	15026196
Y53F4B.13b.1	15026196
Y53F4B.13c.1	15026196
Y53F4B.14a.1	15038000
Y53F4B.14b.1	15038727
Y53F4B.16.1	15055718
Y53F4B.17.1	15058227
Y53F4B.18.1	15071666
Y53F4B.19.1	15077273
Y53F4B.20.1	15084476
Y53F4B.21.1	15090180
Y53F4B.22b.2	15121693
Y53F4B.22a.1	15120309
Y53F4B.22a.2	15120309
Y53F4B.22b.1	15121693
Y53F4B.23.1	15124563
Y53F4B.24.1	15134367
Y53F4B.25a.1	15136216
Y53F4B.25b.1	15143753
Y53F4B.26.1	15140981
Y53F4B.27a.1	15145996
Y53F4B.27b.1	15148146
Y53F4B.36.1	15175987
Y53F4B.39b.1	15110152
Y53F4B.39a.1	15112172
Y53F4B.39a.2	15112172
Y53H1A.1a.1	11221975
Y53H1A.1b.1	11221975
Y53H1A.2b.1	11222399
Y53H1A.2a.1	11222509
Y53H1A.3.1	11235176
Y53H1B.1.1	11297167
Y53H1B.2.1	11294152
Y53H1B.4.1	11300743
Y53H1B.6.1	11302286
Y53H1C.3.1	11417883
Y54E2A.1.1	14739237
Y54E2A.2.1	14752489
Y54E2A.4b.1	14768462
Y54E2A.4a.1	14754669
Y54E2A.4c.1	14773775
Y54E2A.5.1	14757747
Y54E2A.7.1	14772961
Y54E2A.8b.1	14780040
Y54E2A.8a.1	14778384
Y54E2A.9.1	14785995
Y54E2A.10.1	14791109
Y54E2A.12b.1	14800425
Y54E2A.12a.1	14798486
Y54E2A.12b.2	14800425
Y54E5A.1.1	14691714
Y54E5A.2.1	14694170
Y54E5A.5.1	14707867
Y54E5A.6.1	14710929
Y54E5A.7b.1	14712641
Y54E5A.7c.1	14714150
Y54E5A.7d.1	14714453
Y54E5A.7a.1	14711185
Y54E5A.8c.2	14717453
Y54E5A.8c.1	14717453
Y54E5A.8a.1	14716763
Y54E5A.8d.1	14718313
Y54E5A.8e.1	14718442
Y54E5A.8d.2	14718313
Y54E5B.2.1	14820222
Y54G9A.4.1	13715843
Y54G9A.5.1	13722964
Y54G9A.6.1	13726082
Y54G9A.7.1	13725799
Y54G9A.9.1	13729716
Y54G11A.1.1	14269153
Y54G11A.2.1	14252360
Y54G11A.3.1	14276714
Y54G11A.4.1	14292824
Y54G11A.7.1	14297308
Y54G11A.8a.1	14344444
Y54G11A.8b.1	14344444
Y54G11A.9.1	14345725
Y54G11A.9.2	14345725
Y54G11A.11.1	14350177
Y54G11A.11.2	14350177
Y54G11A.13a.1	14310743
Y54G11A.13b.1	14310462
Y54G11A.14a.1	14318158
Y54G11A.14b.1	14320780
Y54G11B.1.1	14462390
Y54G11B.1.2	14462390
Y55D9A.1d.1	12611938
Y55D9A.1a.1	12614719
Y55D9A.1b.1	12614719
Y55D9A.1c.1	12614719
Y55D9A.2a.1	12605367
Y55D9A.2b.1	12605367
Y56A3A.2.1	11861196
Y56A3A.5.1	11891435
Y56A3A.6.2	11878792
Y56A3A.6.1	11878792
Y56A3A.7b.1	11947009
Y56A3A.7a.1	11947009
Y56A3A.10.1	11883539
Y56A3A.11.1	11898265
Y56A3A.12b.1	11906877
Y56A3A.12a.1	11906877
Y56A3A.12a.2	11906877
Y56A3A.14.1	11907529
Y56A3A.15.1	11908968
Y56A3A.16a.1	11914314
Y56A3A.16b.1	11914314
Y56A3A.18.1	11918713
Y56A3A.19.1	11915710
Y56A3A.21.2	11920741
Y56A3A.21.1	11920741
Y56A3A.22.1	11921697
Y56A3A.28.1	11971358
Y56A3A.29a.1	11974089
Y56A3A.29b.1	11974089
Y56A3A.29c.1	11973912
Y56A3A.29d.1	11973912
Y56A3A.30.1	11979063
Y56A3A.31c.1	11983530
Y56A3A.31b.1	11974506
Y56A3A.31a.1	11982566
Y56A3A.33.1	12002940
Y57A10A.1.1	12134026
Y57A10A.2.1	12147803
Y57A10A.2.2	12147803
Y57A10A.3.1	12150918
Y57A10A.4.1	12151968
Y57A10A.5.1	12154512
Y57A10A.7.1	12159483
Y57A10A.8.1	12164847
Y57A10A.9.1	12249078
Y57A10A.10.1	12266221
Y57A10A.13.1	12184847
Y57A10A.14.1	12186036
Y57A10A.15.1	12199959
Y57A10A.16.1	12202377
Y57A10A.19.1	12225358
Y57A10A.20.1	12228319
Y57A10A.23.2	12240388
Y57A10A.23.1	12240388
Y57A10A.24.1	12242995
Y57A10A.25.1	12256627
Y57A10A.26.2	12264198
Y57A10A.26.1	12264198
Y57A10A.27.1	12275043
Y57A10A.28.1	12279379
Y57A10A.29.2	12279708
Y57A10A.29.1	12279708
Y57A10A.31.1	12289405
Y57A10A.35.1	12203309
Y57A10B.1.1	12367023
Y57A10B.2.1	12379511
Y57A10B.3.1	12383478
Y57A10B.4.1	12386881
Y57A10B.5.1	12388293
Y57A10B.6.1	12390156
Y57A10B.7.1	12393743
Y57A10C.1.1	12412446
Y57A10C.3.1	12417527
Y57A10C.4.1	12420586
Y57A10C.6.1	12425690
Y57A10C.7.1	12432311
Y57A10C.8.1	12429946
Y57A10C.9.1	12435846
Y57A10C.10.1	12441264
Y57G11A.1a.1	14496498
Y57G11A.1b.1	14505139
Y57G11A.1c.1	14489666
Y57G11A.1d.1	14505139
Y57G11A.1f.1	14505139
Y57G11A.1e.1	14505139
Y57G11A.2.1	14519458
Y57G11A.4.2	14482482
Y57G11A.4.1	14482482
Y57G11A.5.1	14512505
Y57G11B.1.1	14551957
Y57G11B.2b.1	14565810
Y57G11B.2a.1	14565362
Y57G11B.3.1	14574339
Y57G11B.5.1	14574825
Y57G11B.6.1	14554876
Y57G11B.7.1	14581022
Y57G11C.2.1	14709595
Y57G11C.3b.1	14768290
Y57G11C.3a.1	14768201
Y57G11C.4.1	14766656
Y57G11C.5b.1	14765271
Y57G11C.5c.1	14762919
Y57G11C.5a.1	14765405
Y57G11C.6.1	14760896
Y57G11C.7.1	14756662
Y57G11C.8.1	14781935
Y57G11C.9d.1	14790355
Y57G11C.9a.1	14787184
Y57G11C.9b.1	14787184
Y57G11C.9c.2	14787184
Y57G11C.9c.3	14787184
Y57G11C.9c.4	14787184
Y57G11C.9c.1	14787184
Y57G11C.9d.3	14790355
Y57G11C.9d.4	14790355
Y57G11C.9d.5	14790355
Y57G11C.9d.6	14790355
Y57G11C.9d.7	14790355
Y57G11C.9d.2	14790355
Y57G11C.12.1	14796961
Y57G11C.14.1	14799345
Y57G11C.15b.1	14824330
Y57G11C.15b.5	14824330
Y57G11C.15b.3	14824330
Y57G11C.15b.2	14824330
Y57G11C.15a.1	14824850
Y57G11C.15b.4	14824330
Y57G11C.15b.6	14824330
Y57G11C.15b.7	14824330
Y57G11C.17a.1	14829084
Y57G11C.20.1	14843362
Y57G11C.22a.1	14837211
Y57G11C.23.1	14861738
Y57G11C.25.1	14919624
Y57G11C.31.1	14683045
Y57G11C.32.1	14653370
Y57G11C.33b.1	14657086
Y57G11C.33a.1	14657086
Y57G11C.34.1	14767725
Y57G11C.36.3	14773036
Y57G11C.36.1	14773036
Y57G11C.36.2	14773036
Y57G11C.37b.1	14658319
Y57G11C.37a.1	14663674
Y57G11C.38b.1	14868415
Y57G11C.38a.1	14862509
Y57G11C.39.1	14637751
Y57G11C.40.1	14704216
Y57G11C.41.1	14706346
Y57G11C.42b.1	14734350
Y57G11C.42c.1	14734350
Y57G11C.42a.1	14734350
Y57G11C.42d.1	14734350
Y57G11C.43.1	14769575
Y57G11C.44c.1	14770869
Y57G11C.44a.1	14771386
Y57G11C.44b.1	14771127
Y57G11C.45c.1	14784219
Y57G11C.45a.1	14784219
Y57G11C.45b.1	14784219
Y57G11C.46.1	14816386
Y57G11C.47.1	14909513
Y57G11C.48.1	14944334
Y57G11C.49.1	14715800
Y59A8A.2.1	17871414
Y59A8A.3.1	17855986
Y59A8B.6.1	18022487
Y59A8B.7.1	18043592
Y59A8B.8.1	18066305
Y59A8B.10a.3	18077455
Y59A8B.10a.2	18077455
Y59A8B.10a.1	18077455
Y59A8B.10b.1	18075646
Y59A8B.10c.1	18072030
Y59A8B.11b.1	18085127
Y59A8B.11a.1	18083445
Y59A8B.12.1	18086218
Y59A8B.12.2	18086218
Y59A8B.13b.1	18087133
Y59A8B.13a.1	18087133
Y59A8B.13d.1	18087133
Y59A8B.13f.1	18094123
Y59A8B.13c.1	18087133
Y59A8B.13e.1	18094123
Y59A8B.19.1	18007230
Y59A8B.20.1	18001360
Y59A8B.21.1	17986278
Y59A8B.22d.1	17973083
Y59A8B.22a.1	17980081
Y59A8B.22c.1	17977358
Y59A8B.22d.2	17973083
Y59A8B.22b.2	17977516
Y59A8B.22c.2	17977358
Y59A8B.22a.2	17980081
Y59A8B.22b.1	17977516
Y59A8B.23c.1	17966763
Y59A8B.23a.1	17966763
Y59A8B.23b.1	17963638
Y59A8B.24.1	17951949
Y60A3A.2.1	19986313
Y60A3A.7.2	19955497
Y60A3A.7.1	19955497
Y60A3A.8.1	19950012
Y60A3A.9.1	19949090
Y60A3A.13b.1	19901394
Y60A3A.13a.1	19907433
Y60A3A.13c.1	19907343
Y60A3A.14.1	19934319
Y60A3A.16.1	19922594
Y60A3A.19c.1	19916569
Y60A3A.19a.1	19916569
Y60A3A.19b.1	19916569
Y60A3A.21a.1	20011968
Y60A3A.21b.1	20011968
Y60A3A.23.1	20007826
Y60A9.1.1	14395367
Y60A9.3.1	14383251
Y60A9A.1.1	14377330
Y62E10A.2.1	13370709
Y62E10A.3.1	13360068
Y62E10A.4a.1	13365169
Y62E10A.4b.1	13367079
Y62E10A.6.1	13371999
Y62E10A.10.1	13381923
Y62E10A.13c.1	13392600
Y62E10A.13a.1	13398758
Y62E10A.13g.1	13392666
Y62E10A.13b.1	13396728
Y62E10A.13h.1	13392600
Y62E10A.13d.1	13389563
Y62E10A.13d.2	13389563
Y62E10A.13f.1	13392666
Y62E10A.13e.1	13396728
Y62E10A.14.1	13400505
Y62E10A.15a.1	13401306
Y62E10A.15b.1	13401306
Y62E10A.15c.1	13401306
Y62E10A.16.1	13412889
Y62E10A.17b.1	13415954
Y62E10A.17a.1	13414871
Y62E10A.19.1	13408162
Y62F5A.9.1	11538799
Y62F5A.10.1	11521663
Y62H9A.1.1	11875654
Y62H9A.2.1	11878196
Y62H9A.3.1	11879944
Y62H9A.4.1	11880142
Y62H9A.4.2	11880142
Y62H9A.5.1	11882882
Y62H9A.6.1	11883153
Y62H9A.7.1	11886438
Y62H9A.8.1	11892422
Y62H9A.9.1	11898140
Y62H9A.10.1	11902749
Y62H9A.11.1	11907022
Y62H9A.12.1	11914156
Y62H9A.13.1	11917005
Y62H9A.14.1	11921252
Y63D3A.2.1	14096341
Y63D3A.3.1	14088094
Y63D3A.4.1	14101083
Y63D3A.7.1	14113636
Y63D3A.8.1	14114207
Y63D3A.9b.1	14084198
Y63D3A.9a.1	14084198
Y63D3A.10.1	14084523
Y64G10A.1.1	14239076
Y64G10A.2.1	14244416
Y64G10A.6.1	14276589
Y64G10A.7d.1	14291971
Y64G10A.7b.1	14291971
Y64G10A.7c.1	14291971
Y64G10A.7e.1	14291971
Y64G10A.7a.1	14291971
Y64G10A.8.1	14250213
Y65A5A.1b.1	16399477
Y65A5A.1a.1	16399797
Y65A5A.2a.1	16412020
Y65A5A.2c.1	16414840
Y65A5A.2b.1	16416085
Y66A7A.1.1	11484244
Y66A7A.2a.1	11487325
Y66A7A.2b.1	11485802
Y66A7A.4.1	11612607
Y66A7A.5.1	11616759
Y66A7A.7.1	11631014
Y66D12A.1.1	11608170
Y66D12A.3.2	11589952
Y66D12A.3.1	11589952
Y66D12A.5.1	11581659
Y66D12A.6.1	11581402
Y66D12A.7.1	11580455
Y66D12A.8a.1	11574222
Y66D12A.8b.1	11576550
Y66D12A.8c.1	11578492
Y66D12A.9.1	11568141
Y66D12A.10.1	11565912
Y66D12A.11.1	11563546
Y66D12A.12.1	11561171
Y66D12A.13.1	11548377
Y66D12A.14.1	11534677
Y66D12A.15.2	11526682
Y66D12A.15.1	11526682
Y66D12A.15.3	11526682
Y66D12A.16a.1	11524509
Y66D12A.16b.1	11524509
Y66D12A.16c.1	11524404
Y66D12A.16d.1	11524404
Y66D12A.17.1	11523758
Y66D12A.19.1	11509127
Y66D12A.21.1	11505267
Y66D12A.23.2	11492785
Y66D12A.23.1	11492785
Y66D12A.24.1	11496871
Y67A6A.1.1	9830262
Y67A10A.1.1	14350730
Y67A10A.2.1	14338057
Y67A10A.3a.1	14334402
Y67A10A.3b.1	14334452
Y67A10A.4.1	14325645
Y67A10A.5.1	14321755
Y67A10A.6c.1	14361263
Y67A10A.6d.1	14362222
Y67A10A.6b.1	14362222
Y67A10A.6a.1	14361263
Y67A10A.7.1	14374129
Y67A10A.8a.1	14383681
Y67A10A.8b.1	14382785
Y67A10A.9.1	14394148
Y67A10A.10.1	14343820
Y67H2A.1.1	13282869
Y67H2A.2c.1	13291655
Y67H2A.2b.1	13290013
Y67H2A.2a.1	13297819
Y67H2A.2d.1	13291097
Y67H2A.4d.1	13297992
Y67H2A.4c.1	13297992
Y67H2A.5.2	13300188
Y67H2A.5.1	13300188
Y67H2A.7b.1	13307417
Y67H2A.7a.1	13303752
Y67H2A.10b.1	13289446
Y67H2A.10a.1	13289446
Y67H2A.10c.1	13283361
Y68A4A.2.1	17192338
Y68A4A.6.1	17199418
Y68A4A.10b.1	17202204
Y68A4A.10a.1	17202204
Y68A4B.1.1	17249015
Y68A4B.2.1	17245506
Y68A4B.3.1	17242646
Y69E1A.1.1	10948736
Y69E1A.2.1	10949878
Y69E1A.3.1	10952359
Y69E1A.4.1	10955297
Y69E1A.5.2	10957643
Y69E1A.5.1	10957643
Y69E1A.8.1	10966670
Y69H2.1b.1	18620794
Y69H2.1a.1	18622542
Y69H2.2.1	18636173
Y69H2.3d.1	18664096
Y69H2.3c.1	18664096
Y69H2.3h.1	18664096
Y69H2.3g.1	18664096
Y69H2.3e.1	18664096
Y69H2.3b.1	18664096
Y69H2.3a.1	18664096
Y69H2.3i.1	18664096
Y69H2.7b.1	18690064
Y69H2.7a.1	18690064
Y69H2.8.1	18699451
Y69H2.9.1	18701587
Y69H2.10d.1	18670324
Y69H2.10c.1	18678116
Y69H2.10a.1	18670324
Y69H2.11.1	18640337
Y69H2.12.1	18650343
Y69H2.14.1	18638484
Y70C5A.2.1	16623211
Y70C5B.1.1	16662960
Y70C5C.1.1	16700327
Y70C5C.2.1	16706647
Y70D2A.1.1	14920926
Y70D2A.2.1	14905261
Y70G10A.2.1	10234079
Y70G10A.3.1	10239104
Y70G10A.3.2	10239104
Y70G10A.3.3	10239104
Y71A12B.2.1	13891458
Y71A12B.3.1	13893133
Y71A12B.5.1	13915664
Y71A12B.6.1	13919375
Y71A12B.8.1	13938185
Y71A12B.9.1	13951628
Y71A12B.10a.1	13958057
Y71A12B.11.1	13978447
Y71A12B.12b.1	14005708
Y71A12B.12a.1	14004609
Y71A12B.12a.2	14004609
Y71A12B.15.1	13992582
Y71A12C.1.1	14041627
Y71A12C.2.1	14048017
Y73F4A.1.1	9045294
Y73F4A.2.1	9043310
Y73F4A.3.1	9040460
Y73F8A.2.1	15236251
Y73F8A.5.1	15260056
Y73F8A.10.1	15294340
Y73F8A.11.1	15302462
Y73F8A.12.1	15311676
Y73F8A.13.1	15312320
Y73F8A.14.1	15319036
Y73F8A.15.1	15321621
Y73F8A.18.1	15337078
Y73F8A.20.1	15378503
Y73F8A.22.1	15441408
Y73F8A.23.1	15444581
Y73F8A.24a.1	15453187
Y73F8A.24c.1	15453187
Y73F8A.24d.1	15452618
Y73F8A.24b.1	15452618
Y73F8A.25b.1	15468027
Y73F8A.25d.1	15471482
Y73F8A.25c.1	15471482
Y73F8A.25e.1	15466095
Y73F8A.25a.1	15471482
Y73F8A.25f.2	15458012
Y73F8A.25f.1	15458012
Y73F8A.26a.1	15473734
Y73F8A.26b.1	15474741
Y73F8A.27.1	15472817
Y73F8A.30a.1	15497587
Y73F8A.30b.1	15497587
Y73F8A.32a.1	15514805
Y73F8A.34a.2	15528528
Y73F8A.34b.1	15524751
Y73F8A.34b.2	15524751
Y73F8A.34c.1	15527662
Y73F8A.34a.1	15528528
Y73F8A.34d.1	15526105
Y73F8A.35a.1	15539939
Y73F8A.35b.1	15539559
Y75B8A.3.1	12106493
Y75B8A.4.1	12107785
Y75B8A.5.1	12118470
Y75B8A.6b.1	12130339
Y75B8A.6c.1	12130339
Y75B8A.6a.1	12130339
Y75B8A.7.1	12152915
Y75B8A.8.1	12160888
Y75B8A.10.1	12183013
Y75B8A.11a.1	12186424
Y75B8A.13.1	12215686
Y75B8A.14.1	12218628
Y75B8A.16.1	12219060
Y75B8A.17.1	12225331
Y75B8A.18a.1	12226193
Y75B8A.18b.1	12226054
Y75B8A.19.1	12226668
Y75B8A.21.1	12236184
Y75B8A.23.1	12250678
Y75B8A.24.2	12273680
Y75B8A.24.1	12273680
Y75B8A.25.1	12274042
Y75B8A.28.1	12319108
Y75B8A.29.1	12329465
Y75B8A.31.1	12351648
Y75B8A.32.1	12358526
Y75B8A.33.1	12367373
Y75B8A.34.1	12359565
Y75B8A.37.1	12315479
Y75B12A.2.1	15109577
Y75B12B.1c.1	15184709
Y75B12B.1a.1	15184709
Y75B12B.1b.1	15184709
Y75B12B.3.1	15186260
Y75B12B.4.1	15188474
Y75B12B.8.1	15202384
Y75B12B.10.1	15200104
Y75B12B.11.1	15191309
Y76A2B.2.1	13528531
Y76A2B.3.1	13543529
Y76A2B.4.1	13546757
Y76A2B.5.2	13549004
Y76A2B.5.1	13549004
Y76A2B.6.1	13555286
Y79H2A.2a.1	12030705
Y79H2A.2b.1	12030241
Y79H2A.3f.1	12052293
Y79H2A.3c.1	12052293
Y79H2A.3d.1	12052293
Y79H2A.3e.1	12052293
Y79H2A.3b.1	12052293
Y79H2A.3a.1	12052293
Y79H2A.3g.1	12047650
Y79H2A.4.1	12041299
Y80D3A.3.1	18874133
Y80D3A.4.1	18900526
Y80D3A.5.1	18912042
Y80D3A.8.1	18940641
Y80D3A.9.1	18957306
Y80D3A.10.1	18903777
Y81G3A.1.1	13083676
Y81G3A.3a.1	13084169
Y81G3A.3b.2	13084169
Y81G3A.3b.1	13084169
Y81G3A.3a.3	13084169
Y81G3A.3a.2	13084169
Y81G3A.3b.3	13084169
Y81G3A.4a.1	13091666
Y81G3A.4b.1	13091666
Y87G2A.1.1	13514550
Y87G2A.2.1	13534745
Y87G2A.3b.1	13542395
Y87G2A.3a.2	13542314
Y87G2A.3a.1	13542314
Y87G2A.7.1	13572379
Y87G2A.8a.2	13576657
Y87G2A.8a.1	13576657
Y87G2A.8b.1	13576288
Y87G2A.8a.3	13576657
Y87G2A.10a.1	13588824
Y87G2A.11.1	13598504
Y87G2A.13.1	13603393
Y87G2A.16.1	13560528
Y87G2A.17.1	13493298
Y87G2A.18.1	13514287
Y87G2A.18.2	13514287
Y95D11A.1.1	10944210
Y102A5A.1.1	16802874
Y102A5B.1.1	16854646
Y102A5B.2b.1	16854053
Y102A5B.2a.1	16854053
Y102A5B.3.1	16852079
Y102A5C.1.1	16918474
Y102A5C.2.1	16918894
Y102A5C.4.1	16922252
Y102A5C.9.1	16939031
Y102A5C.13.1	16948111
Y102A5C.14.1	16949674
Y102A5C.16.1	16956529
Y102A5C.17b.1	16951804
Y102A5C.17a.1	16952052
Y102A5C.19.1	16966914
Y102A5C.25.1	16980668
Y102A5C.27.1	16988714
Y102A5C.33.1	16992034
Y102F5A.1.1	11784330
Y105C5A.1.1	15554709
Y105C5A.8a.2	15617071
Y105C5A.8a.1	15617071
Y105C5A.9b.1	15631517
Y105C5A.9a.1	15631517
Y105C5A.10.1	15635762
Y105C5A.12.1	15641789
Y105C5A.13a.1	15641231
