wormbaseID	CDS	name	start	end
WBGene00050212	Y51H4A.359	21ur-849	16540137	16540157
WBGene00050213	Y57G11C.431	21ur-2015	14946064	14946084
WBGene00050214	Y105C5A.455	21ur-5249	15751404	15751424
WBGene00050215	Y73F8A.442	21ur-2528	15276782	15276802
WBGene00050216	F52B11.37	21ur-5376	14097781	14097801
WBGene00050217	Y105C5A.456	21ur-4076	15688401	15688421
WBGene00050218	Y57G11C.432	21ur-1891	14890551	14890571
WBGene00050219	Y51H4A.360	21ur-2234	16723288	16723308
WBGene00050220	Y105C5A.457	21ur-2385	15749653	15749673
WBGene00050221	Y105C5B.527	21ur-2632	16019160	16019180
WBGene00050222	Y57G11C.433	21ur-4489	14832955	14832975
WBGene00050223	F38C2.44	21ur-1533	16270605	16270625
WBGene00050224	Y105C5B.528	21ur-3093	15980476	15980496
WBGene00050225	C24D10.21	21ur-3717	5152062	5152082
WBGene00050226	Y64G10A.147	21ur-2314	14237356	14237376
WBGene00050227	Y40H7A.131	21ur-910	15167777	15167797
WBGene00050228	Y51H4A.361	21ur-1214	16715938	16715958
WBGene00050229	Y73F8A.443	21ur-4545	15297370	15297390
WBGene00050230	Y57G11A.77	21ur-399	14471813	14471833
WBGene00050231	Y105C5A.458	21ur-2550	15731400	15731420
WBGene00050232	C35D6.54	21ur-3474	16356927	16356947
WBGene00050233	Y105C5B.529	21ur-5305	15988094	15988114
WBGene00050234	C47A4.67	21ur-2009	13747619	13747639
WBGene00050235	Y4C6A.18	21ur-4386	5438626	5438646
WBGene00050236	Y73F8A.444	21ur-3079	15233812	15233832
WBGene00050237	C08F11.53	21ur-4604	13618416	13618436
WBGene00050238	Y64G10A.148	21ur-425	14288778	14288798
WBGene00050239	Y51H4A.362	21ur-3413	16636917	16636937
WBGene00050240	Y51H4A.363	21ur-1630	16710422	16710442
WBGene00050241	H32C10.23	21ur-2287	5917185	5917205
WBGene00050242	H08M01.47	21ur-1654	13831350	13831370
WBGene00050243	Y57G11C.434	21ur-5070	14812415	14812435
WBGene00050244	Y51H4A.364	21ur-105	16574853	16574873
WBGene00050245	Y41E3.189	21ur-1592	14975701	14975721
WBGene00050246	Y105C5A.459	21ur-1491	15654600	15654620
WBGene00050247	F52B11.38	21ur-2027	14088765	14088785
WBGene00050248	Y105C5B.530	21ur-2075	15867426	15867446
WBGene00050249	Y67A10A.127	21ur-4899	14328831	14328851
WBGene00050250	Y37A1B.139	21ur-5245	14001733	14001753
WBGene00050251	Y105C5A.460	21ur-2323	15617251	15617271
WBGene00050252	Y37A1B.140	21ur-796	14049719	14049739
WBGene00050253	C52D10.53	21ur-2631	17185927	17185947
WBGene00050254	Y116A8C.173	21ur-2854	17015141	17015161
WBGene00050255	B0273.33	21ur-2196	5520565	5520585
WBGene00050256	Y105C5A.461	21ur-2953	15698043	15698063
WBGene00050257	Y105C5A.462	21ur-2268	15677285	15677305
WBGene00050258	Y73F8A.445	21ur-2675	15316350	15316370
WBGene00050259	C27H2.53	21ur-316	13961119	13961139
WBGene00050260	Y41E3.190	21ur-394	15003267	15003287
WBGene00050261	Y7A9A.22	21ur-5371	16194552	16194572
WBGene00050262	R05A10.58	21ur-3876	14183567	14183587
WBGene00050263	Y51H4A.365	21ur-4666	16479736	16479756
WBGene00050264	Y51H4A.366	21ur-862	16563256	16563276
WBGene00050265	Y7A9A.23	21ur-3222	16187383	16187403
WBGene00050266	Y105C5B.531	21ur-2443	15985269	15985289
WBGene00050267	H25K10.51	21ur-3889	16216369	16216389
WBGene00050268	Y57G11A.78	21ur-4272	14495189	14495209
WBGene00050269	AC7.18	21ur-2318	5128859	5128879
WBGene00050270	Y105C5B.532	21ur-2221	16177381	16177401
WBGene00050271	Y57G11C.435	21ur-2705	14888863	14888883
WBGene00050272	Y105C5B.533	21ur-3403	16077504	16077524
WBGene00050273	Y41E3.191	21ur-3872	15001995	15002015
WBGene00050274	Y57G11C.436	21ur-3047	14728600	14728620
WBGene00050275	F23B2.19	21ur-308	9131857	9131877
WBGene00050276	Y7A9D.25	21ur-5331	16382837	16382857
WBGene00050277	Y57G11C.437	21ur-1743	14948918	14948938
WBGene00050278	C39H7.22	21ur-746	5621165	5621185
WBGene00050279	Y51H4A.367	21ur-1978	16540388	16540408
WBGene00050280	Y17G9A.21	21ur-4047	4847300	4847320
WBGene00050281	C31H1.34	21ur-206	5778931	5778951
WBGene00050282	Y51H4A.368	21ur-3378	16668726	16668746
WBGene00050283	Y73F8A.446	21ur-1698	15244217	15244237
WBGene00050284	Y40H7A.132	21ur-997	15147357	15147377
WBGene00050285	B0273.34	21ur-1966	5512154	5512174
WBGene00050286	F55B11.54	21ur-3881	14407380	14407400
WBGene00050287	Y37A1A.65	21ur-2748	13895718	13895738
WBGene00050288	Y57G11C.438	21ur-3966	14805863	14805883
WBGene00050289	Y41E3.192	21ur-3640	15085943	15085963
WBGene00050290	Y116A8B.29	21ur-2665	17224792	17224812
WBGene00050291	Y51H4A.369	21ur-2532	16702041	16702061
WBGene00050292	Y37A1B.141	21ur-556	13988853	13988873
WBGene00050293	Y64G10A.149	21ur-1023	14313466	14313486
WBGene00050294	Y37A1B.142	21ur-4279	14005791	14005811
WBGene00050295	Y105C5A.463	21ur-2408	15672157	15672177
WBGene00050296	Y37A1A.66	21ur-2351	13912953	13912973
WBGene00050297	Y51H4A.370	21ur-4473	16609921	16609941
WBGene00050298	C52D10.54	21ur-3102	17170772	17170792
WBGene00050299	Y57G11B.89	21ur-3750	14593056	14593076
WBGene00050300	T06A10.40	21ur-170	16870493	16870513
WBGene00050301	B0513.39	21ur-1277	13866110	13866130
WBGene00050302	Y64G10A.150	21ur-3490	14265218	14265238
WBGene00050303	Y41E3.193	21ur-1002	15073713	15073733
WBGene00050304	Y57G11C.439	21ur-4322	14918085	14918105
WBGene00050305	H08M01.48	21ur-2307	13825773	13825793
WBGene00050306	F38C2.45	21ur-1384	16249401	16249421
WBGene00050307	C35D6.55	21ur-301	16357706	16357726
WBGene00050308	Y105C5B.534	21ur-1889	16082214	16082234
WBGene00050309	Y105C5B.535	21ur-2376	15901550	15901570
WBGene00050310	Y4C6B.26	21ur-4904	5341653	5341673
WBGene00050311	H08M01.49	21ur-4136	13819360	13819380
WBGene00050312	Y4C6B.27	21ur-3622	5331797	5331817
WBGene00050313	F52B11.39	21ur-4224	14089014	14089034
WBGene00050314	F26D12.27	21ur-3482	5577577	5577597
WBGene00050315	Y105C5B.536	21ur-3200	16084734	16084754
WBGene00050316	Y57G11C.440	21ur-3886	14640290	14640310
WBGene00050317	Y73F8A.447	21ur-4389	15264207	15264227
WBGene00050318	Y57G11C.441	21ur-4135	14881337	14881357
WBGene00050319	R05A10.59	21ur-4485	14184082	14184102
WBGene00050320	Y105C5A.464	21ur-4850	15863697	15863717
WBGene00050321	Y45F10D.52	21ur-4636	13806857	13806877
WBGene00050322	Y105C5A.465	21ur-1820	15611523	15611543
WBGene00050323	T23G4.48	21ur-1753	13691044	13691064
WBGene00050324	Y105C5B.537	21ur-4377	15963093	15963113
WBGene00050325	Y51H4A.371	21ur-1710	16599930	16599950
WBGene00050326	Y45F10D.53	21ur-4993	13811838	13811858
WBGene00050327	Y73F8A.448	21ur-4231	15315848	15315868
WBGene00050328	Y41E3.194	21ur-3891	14977857	14977877
WBGene00050329	Y57G11B.90	21ur-3862	14557701	14557721
WBGene00050330	Y40H7A.133	21ur-5060	15149805	15149825
WBGene00050331	Y105C5B.538	21ur-4050	15928461	15928481
WBGene00050332	Y40H7A.134	21ur-812	15147517	15147537
WBGene00050333	Y73F8A.449	21ur-1058	15235235	15235255
WBGene00050334	C08F11.54	21ur-814	13616008	13616028
WBGene00050335	Y116A8B.30	21ur-2763	17223457	17223477
WBGene00050336	F52B11.40	21ur-4312	14098009	14098029
WBGene00050337	Y43D4A.63	21ur-4675	16798340	16798360
WBGene00050338	Y40H7A.135	21ur-4822	15204432	15204452
WBGene00050339	Y105C5B.539	21ur-2605	15978424	15978444
WBGene00050340	Y105C5B.540	21ur-3937	15952230	15952250
WBGene00050341	Y51H4A.372	21ur-2299	16673605	16673625
WBGene00050342	Y73F8A.450	21ur-1511	15420999	15421019
WBGene00050343	Y51H4A.373	21ur-1478	16605423	16605443
WBGene00050344	Y105C5B.541	21ur-4843	16035463	16035483
WBGene00050345	Y67A10A.128	21ur-1938	14350428	14350448
WBGene00050346	C47A4.68	21ur-1366	13751185	13751205
WBGene00050347	Y57G11C.442	21ur-4204	14880367	14880387
WBGene00050348	H12I19.49	21ur-4619	14125173	14125193
WBGene00050349	Y51H4A.374	21ur-3024	16669629	16669649
WBGene00050350	Y105C5A.466	21ur-2461	15654972	15654992
WBGene00050351	Y73F8A.451	21ur-2071	15330979	15330999
WBGene00050352	Y40H7A.136	21ur-2936	15164064	15164084
WBGene00050353	Y7A9A.24	21ur-1773	16187064	16187084
WBGene00050354	Y105C5B.542	21ur-2904	16124042	16124062
WBGene00050355	Y57G11C.443	21ur-3974	14696094	14696114
WBGene00050356	Y73F8A.452	21ur-192	15399458	15399478
WBGene00050357	Y105C5A.467	21ur-1637	15822176	15822196
WBGene00050358	Y57G11C.444	21ur-4098	14904363	14904383
WBGene00050359	Y73F8A.453	21ur-711	15331968	15331988
WBGene00050360	Y57G11C.445	21ur-7	14813593	14813613
WBGene00050361	Y105C5B.543	21ur-2170	16121638	16121658
WBGene00050362	Y116A8A.58	21ur-4761	16833561	16833581
WBGene00050363	T06A10.41	21ur-1333	16887380	16887400
WBGene00050364	Y105C5A.468	21ur-4730	15612149	15612169
WBGene00050365	Y57G11C.446	21ur-4013	14816882	14816902
WBGene00050366	F14E12.1	21ur-4166	13893993	13894013
WBGene00050367	Y105C5A.469	21ur-4127	15820895	15820915
WBGene00050368	Y105C5A.470	21ur-3852	15802698	15802718
WBGene00050369	Y105C5B.544	21ur-5332	15868451	15868471
WBGene00050370	Y73F8A.454	21ur-3522	15304578	15304598
WBGene00050371	F02H6.31	21ur-4625	14228592	14228612
WBGene00050372	C47A4.69	21ur-949	13729446	13729466
WBGene00050373	W03F8.31	21ur-1826	5197983	5198003
WBGene00050374	Y105C5A.471	21ur-3164	15661904	15661924
WBGene00050375	F55B11.55	21ur-4361	14432653	14432673
WBGene00050376	Y105C5B.545	21ur-3766	16057712	16057732
WBGene00050377	Y57G11C.447	21ur-1353	14722341	14722361
WBGene00050378	Y41E3.195	21ur-460	15084059	15084079
WBGene00050379	LLC1.43	21ur-1679	14438901	14438921
WBGene00050380	Y105C5B.546	21ur-3669	16086529	16086549
WBGene00050381	B0513.40	21ur-1921	13863915	13863935
WBGene00050382	Y37A1B.143	21ur-1057	14038073	14038093
WBGene00050383	Y40H7A.137	21ur-3930	15179134	15179154
WBGene00050384	Y64G10A.151	21ur-3030	14312902	14312922
WBGene00050385	Y37A1B.144	21ur-3684	14030119	14030139
WBGene00050386	Y57G11C.448	21ur-1193	14705152	14705172
WBGene00050387	Y73B6BL.80	21ur-1414	6490998	6491018
WBGene00050388	Y37A1B.145	21ur-36	14045427	14045447
WBGene00050389	Y73F8A.455	21ur-5225	15241150	15241170
WBGene00050390	B0273.35	21ur-4907	5507312	5507332
WBGene00050391	Y105C5B.547	21ur-1036	16022809	16022829
WBGene00050392	Y57G11C.449	21ur-2834	14869603	14869623
WBGene00050393	Y105C5B.548	21ur-2082	15887839	15887859
WBGene00050394	Y57G11C.450	21ur-3747	14833816	14833836
WBGene00050395	Y73F8A.456	21ur-74	15269716	15269736
WBGene00050396	Y57G11C.451	21ur-1915	14915591	14915611
WBGene00050397	Y73F8A.457	21ur-2124	15273064	15273084
WBGene00050398	Y41E3.196	21ur-4778	14962752	14962772
WBGene00050399	Y57G11C.452	21ur-2364	14651885	14651905
WBGene00050400	Y105C5B.549	21ur-104	16006915	16006935
WBGene00050401	Y45F10D.54	21ur-3943	13764125	13764145
WBGene00050402	Y57G11C.453	21ur-573	14869445	14869465
WBGene00050403	H25K10.52	21ur-373	16225877	16225897
WBGene00050404	C27H2.54	21ur-4829	13959883	13959903
WBGene00050405	Y57G11C.454	21ur-2107	14647152	14647172
WBGene00050406	Y67A10A.129	21ur-4790	14364754	14364774
WBGene00050407	Y105C5B.550	21ur-1669	16074798	16074818
WBGene00050408	VY10G11R.27	21ur-4304	16456809	16456829
WBGene00050409	Y105C5B.551	21ur-2305	16043696	16043716
WBGene00050410	Y43D4A.64	21ur-4262	16798957	16798977
WBGene00050411	Y57G11A.79	21ur-1668	14499254	14499274
WBGene00050412	T27E7.36	21ur-3950	14533760	14533780
WBGene00050413	Y67A10A.130	21ur-3770	14369418	14369438
WBGene00050414	Y57G11C.455	21ur-1815	14873405	14873425
WBGene00050415	Y67A10A.131	21ur-2439	14338596	14338616
WBGene00050416	Y105C5B.552	21ur-658	16075215	16075235
WBGene00050417	W03F8.32	21ur-4263	5189523	5189543
WBGene00050418	Y41E3.197	21ur-2597	15066263	15066283
WBGene00050419	B0513.41	21ur-4195	13889768	13889788
WBGene00050420	Y116A8C.174	21ur-3649	17021239	17021259
WBGene00050421	C47A4.70	21ur-4757	13727384	13727404
WBGene00050422	Y73F8A.458	21ur-3541	15231848	15231868
WBGene00050423	F13G11.53	21ur-4040	14627068	14627088
WBGene00050424	Y105C5B.553	21ur-3901	15929386	15929406
WBGene00050425	Y57G11C.456	21ur-4956	14723420	14723440
WBGene00050426	Y105C5B.554	21ur-3948	16142027	16142047
WBGene00050427	Y57G11C.457	21ur-2049	14671874	14671894
WBGene00050428	Y40H7A.138	21ur-2497	15206858	15206878
WBGene00050429	Y57G11A.80	21ur-1793	14495458	14495478
WBGene00050430	Y73F8A.459	21ur-1060	15238515	15238535
WBGene00050431	Y105C5B.555	21ur-528	15991855	15991875
WBGene00050432	Y57G11C.458	21ur-4984	14907621	14907641
WBGene00050433	Y105C5B.556	21ur-792	15949365	15949385
WBGene00050434	Y116A8A.59	21ur-1389	16828981	16829001
WBGene00050435	F52B11.41	21ur-536	14088602	14088622
WBGene00050436	B0273.36	21ur-1156	5519607	5519627
WBGene00050437	F13G11.54	21ur-1880	14610754	14610774
WBGene00050438	Y105C5B.557	21ur-4911	15944957	15944977
WBGene00050439	Y105C5B.558	21ur-295	16098296	16098316
WBGene00050440	H12I19.50	21ur-771	14140408	14140428
WBGene00050441	Y73F8A.460	21ur-4112	15497746	15497766
WBGene00050442	C45E5.18	21ur-3725	5745884	5745904
WBGene00050443	Y17G9A.22	21ur-1940	4852273	4852293
WBGene00050444	Y37A1A.67	21ur-4180	13911556	13911576
WBGene00050445	H08M01.50	21ur-3307	13820696	13820716
WBGene00050446	Y73F8A.461	21ur-513	15253538	15253558
WBGene00050447	Y73F8A.462	21ur-4938	15360630	15360650
WBGene00050448	Y73F8A.463	21ur-3192	15483549	15483569
WBGene00050449	Y57G11C.459	21ur-4597	14811960	14811980
WBGene00050450	VY10G11R.28	21ur-3161	16460225	16460245
WBGene00050451	K02B2.16	21ur-4913	5953558	5953578
WBGene00050452	C35D6.56	21ur-3299	16371962	16371982
WBGene00050453	M199.59	21ur-2660	15118038	15118058
WBGene00050454	Y45F10D.55	21ur-2693	13761045	13761065
WBGene00050455	Y116A8C.175	21ur-1788	17031599	17031619
WBGene00050456	Y64G10A.152	21ur-5114	14273320	14273340
WBGene00050457	C46G7.34	21ur-2946	6032254	6032274
WBGene00050458	Y105C5B.559	21ur-177	15891191	15891211
WBGene00050459	R05A10.60	21ur-3186	14173567	14173587
WBGene00050460	H32C10.24	21ur-4088	5918783	5918803
WBGene00050461	Y67A10A.132	21ur-3019	14356027	14356047
WBGene00050462	Y57G11C.460	21ur-5026	14870951	14870971
WBGene00050463	M199.60	21ur-4159	15110878	15110898
WBGene00050464	Y105C5A.472	21ur-92	15582224	15582244
WBGene00050465	H25K10.53	21ur-3505	16212810	16212830
WBGene00050466	Y116A8A.60	21ur-128	16835929	16835949
WBGene00050467	Y37A1A.68	21ur-1671	13921144	13921164
WBGene00050468	Y116A8C.176	21ur-1294	17066822	17066842
WBGene00050469	Y51H4A.375	21ur-2653	16522470	16522490
WBGene00050470	Y105C5B.560	21ur-3499	16176442	16176462
WBGene00050471	Y73F8A.464	21ur-55	15248947	15248967
WBGene00050472	Y64G10A.153	21ur-840	14263939	14263959
WBGene00050473	Y45F10D.56	21ur-1949	13818027	13818047
WBGene00050474	Y73F8A.465	21ur-4060	15329924	15329944
WBGene00050475	Y105C5A.473	21ur-65	15830483	15830503
WBGene00050476	Y57G11C.461	21ur-3214	14678165	14678185
WBGene00050477	Y4C6B.28	21ur-1662	5339210	5339230
WBGene00050478	Y105C5B.561	21ur-1399	16054605	16054625
WBGene00050479	Y10G11A.28	21ur-2377	16444362	16444382
WBGene00050480	Y105C5A.474	21ur-3423	15778612	15778632
WBGene00050481	T27E7.37	21ur-485	14540045	14540065
WBGene00050482	Y57G11C.462	21ur-1863	14739153	14739173
WBGene00050483	H08M01.51	21ur-931	13822346	13822366
WBGene00050484	Y105C5B.562	21ur-3435	15970447	15970467
WBGene00050485	Y105C5A.475	21ur-1582	15755603	15755623
WBGene00050486	Y105C5A.476	21ur-944	15571490	15571510
WBGene00050487	Y105C5A.477	21ur-247	15838652	15838672
WBGene00050488	Y40H7A.139	21ur-1622	15193286	15193306
WBGene00050489	Y57G11C.463	21ur-1185	14736998	14737018
WBGene00050490	Y105C5B.563	21ur-4449	16069173	16069193
WBGene00050491	Y67A10A.133	21ur-1006	14318369	14318389
WBGene00050492	Y67A10A.134	21ur-4281	14376851	14376871
WBGene00050493	AC7.19	21ur-3365	5113618	5113638
WBGene00050494	H04M03.26	21ur-1649	5899921	5899941
WBGene00050495	Y67A10A.135	21ur-2518	14366277	14366297
WBGene00050496	Y73F8A.466	21ur-1859	15278822	15278842
WBGene00050497	Y105C5A.478	21ur-2002	15683505	15683525
WBGene00050498	Y105C5A.479	21ur-5005	15811322	15811342
WBGene00050499	Y41E3.198	21ur-1961	14980378	14980398
WBGene00050500	Y57G11C.464	21ur-1953	14742176	14742196
WBGene00050501	Y105C5A.480	21ur-4807	15782172	15782192
WBGene00050502	Y105C5A.481	21ur-720	15707821	15707841
WBGene00050503	C06E7.42	21ur-1203	5867864	5867884
WBGene00050504	Y57G11C.465	21ur-2739	14814640	14814660
WBGene00050505	Y105C5B.564	21ur-383	15925062	15925082
WBGene00050506	Y57G11C.466	21ur-3351	14676906	14676926
WBGene00050507	Y116A8C.177	21ur-4640	16913815	16913835
WBGene00050508	C52D10.55	21ur-3548	17162999	17163019
WBGene00050509	Y41E3.199	21ur-4656	14978106	14978126
WBGene00050510	Y57G11C.467	21ur-4397	14891429	14891449
WBGene00050511	M03D4.26	21ur-4438	6130133	6130153
WBGene00050512	Y57G11B.91	21ur-5344	14576908	14576928
WBGene00050513	Y51H4A.376	21ur-2104	16605035	16605055
WBGene00050514	Y40H7A.140	21ur-472	15179230	15179250
WBGene00050515	Y105C5A.482	21ur-2127	15824925	15824945
WBGene00050516	K02B2.17	21ur-141	5957969	5957989
WBGene00050517	F56F12.12	21ur-1850	13755269	13755289
WBGene00050518	T08B6.22	21ur-4189	4877847	4877867
WBGene00050519	Y116A8C.178	21ur-5297	17026781	17026801
WBGene00050520	Y17G9A.23	21ur-3256	4835578	4835598
WBGene00050521	Y43D4A.65	21ur-2897	16792622	16792642
WBGene00050522	Y43D4A.66	21ur-3820	16788869	16788889
WBGene00050523	Y41E3.200	21ur-5047	14963324	14963344
WBGene00050524	M199.61	21ur-2942	15104042	15104062
WBGene00050525	Y116A8A.61	21ur-917	16821915	16821935
WBGene00050526	F36H12.32	21ur-4025	5280548	5280568
WBGene00050527	Y105C5B.565	21ur-2886	16166794	16166814
WBGene00050528	Y64G10A.154	21ur-2244	14268371	14268391
WBGene00050529	Y105C5B.566	21ur-1547	15903201	15903221
WBGene00050530	Y67A10A.136	21ur-2243	14387450	14387470
WBGene00050531	LLC1.44	21ur-1842	14442432	14442452
WBGene00050532	Y64G10A.155	21ur-4642	14315738	14315758
WBGene00050533	C06E7.43	21ur-3467	5859006	5859026
WBGene00050534	Y105C5A.483	21ur-3675	15746329	15746349
WBGene00050535	Y51H4A.377	21ur-1558	16724288	16724308
WBGene00050536	Y40H7A.141	21ur-1923	15210500	15210520
WBGene00050537	C35D6.57	21ur-1068	16362132	16362152
WBGene00050538	Y105C5B.567	21ur-2643	16163302	16163322
WBGene00050539	C39H7.23	21ur-4818	5623602	5623622
WBGene00050540	Y41E3.201	21ur-3296	14980636	14980656
WBGene00050541	Y64G10A.156	21ur-1900	14302677	14302697
WBGene00050542	Y37A1B.146	21ur-5115	14041792	14041812
WBGene00050543	Y116A8A.62	21ur-2508	16837989	16838009
WBGene00050544	Y57G11C.468	21ur-2506	14908525	14908545
WBGene00050545	Y67A10A.137	21ur-2063	14391423	14391443
WBGene00050546	Y105C5B.568	21ur-243	15959630	15959650
WBGene00050547	Y57G11C.469	21ur-4404	14930294	14930314
WBGene00050548	Y105C5B.569	21ur-210	15906874	15906894
WBGene00050549	Y9C9A.36	21ur-5256	4963026	4963046
WBGene00050550	Y105C5B.570	21ur-150	16023338	16023358
WBGene00050551	Y105C5B.571	21ur-3119	16041738	16041758
WBGene00050552	Y41E3.202	21ur-1791	15071837	15071857
WBGene00050553	Y105C5B.572	21ur-1501	16123538	16123558
WBGene00050554	Y51H4A.378	21ur-1527	16662482	16662502
WBGene00050555	Y57G11C.470	21ur-2186	14757895	14757915
WBGene00050556	Y73F8A.467	21ur-2583	15544979	15544999
WBGene00050557	Y73B6BL.81	21ur-984	6490357	6490377
WBGene00050558	C11D2.39	21ur-319	6160958	6160978
WBGene00050559	Y57G11C.471	21ur-5277	14921171	14921191
WBGene00050560	Y105C5B.573	21ur-721	15955589	15955609
WBGene00050561	T23G4.49	21ur-3267	13679330	13679350
WBGene00050562	Y116A8B.31	21ur-4920	17207876	17207896
WBGene00050563	Y57G11B.92	21ur-2962	14566636	14566656
WBGene00050564	Y105C5B.574	21ur-3695	16125851	16125871
WBGene00050565	Y57G11B.93	21ur-3813	14557339	14557359
WBGene00050566	Y105C5B.575	21ur-4259	16068755	16068775
WBGene00050567	Y37A1B.147	21ur-4354	14008790	14008810
WBGene00050568	Y57G11C.472	21ur-1604	14650243	14650263
WBGene00050569	Y41E3.203	21ur-5124	15092795	15092815
WBGene00050570	Y73F8A.468	21ur-4417	15241799	15241819
WBGene00050571	Y37A1A.69	21ur-3588	13894750	13894770
WBGene00050572	Y105C5B.576	21ur-3082	16147565	16147585
WBGene00050573	Y41E3.204	21ur-2784	14973277	14973297
WBGene00050574	Y73F8A.469	21ur-3944	15480430	15480450
WBGene00050575	Y105C5B.577	21ur-2267	15952817	15952837
WBGene00050576	Y41E3.205	21ur-2103	15069672	15069692
WBGene00050577	Y67A10A.138	21ur-567	14397264	14397284
WBGene00050578	Y73F8A.470	21ur-4806	15359582	15359602
WBGene00050579	C52D10.56	21ur-5065	17199377	17199397
WBGene00050580	H32C10.25	21ur-4177	5903882	5903902
WBGene00050581	Y105C5A.484	21ur-2150	15680096	15680116
WBGene00050582	H25K10.54	21ur-1306	16215429	16215449
WBGene00050583	Y105C5A.485	21ur-2925	15582223	15582243
WBGene00050584	Y73F8A.471	21ur-3477	15265715	15265735
WBGene00050585	H25K10.55	21ur-282	16216025	16216045
WBGene00050586	Y57G11C.473	21ur-3407	14744941	14744961
WBGene00050587	M199.62	21ur-3916	15127430	15127450
WBGene00050588	C11D2.40	21ur-2511	6181237	6181257
WBGene00050589	Y105C5A.486	21ur-473	15833496	15833516
WBGene00050590	Y51H4A.379	21ur-5285	16478655	16478675
WBGene00050591	Y105C5B.578	21ur-3803	16122535	16122555
WBGene00050592	Y73F8A.472	21ur-132	15232522	15232542
WBGene00050593	Y105C5A.487	21ur-374	15841642	15841662
WBGene00050594	Y64G10A.157	21ur-1629	14239317	14239337
WBGene00050595	Y57G11A.81	21ur-1727	14475457	14475477
WBGene00050596	Y40H7A.142	21ur-4365	15219049	15219069
WBGene00050597	H08M01.52	21ur-1148	13830206	13830226
WBGene00050598	Y51H4A.380	21ur-1488	16659868	16659888
WBGene00050599	Y67A10A.139	21ur-35	14365442	14365462
WBGene00050600	T23G4.50	21ur-5222	13697152	13697172
WBGene00050601	Y51H4A.381	21ur-806	16542347	16542367
WBGene00050602	Y37A1A.70	21ur-3917	13907795	13907815
WBGene00050603	Y73F8A.473	21ur-1222	15411485	15411505
WBGene00050604	Y73F8A.474	21ur-5252	15394003	15394023
WBGene00050605	F55B11.56	21ur-3420	14402989	14403009
WBGene00050606	Y105C5B.579	21ur-363	16027655	16027675
WBGene00050607	Y105C5A.488	21ur-903	15712098	15712118
WBGene00050608	C52D10.57	21ur-258	17186505	17186525
WBGene00050609	H04M03.27	21ur-3134	5895324	5895344
WBGene00050610	Y116A8C.179	21ur-2726	17049747	17049767
WBGene00050611	Y116A8C.180	21ur-2091	17027209	17027229
WBGene00050612	Y51H4A.382	21ur-2570	16665107	16665127
WBGene00050613	LLC1.45	21ur-1487	14439464	14439484
WBGene00050614	Y105C5A.489	21ur-3676	15750876	15750896
WBGene00050615	Y67A10A.140	21ur-5042	14349193	14349213
WBGene00050616	Y73F8A.475	21ur-2164	15294153	15294173
WBGene00050617	Y45F10D.57	21ur-2242	13809769	13809789
WBGene00050618	Y67A10A.141	21ur-4783	14393942	14393962
WBGene00050619	Y116A8C.181	21ur-3529	16975390	16975410
WBGene00050620	Y17G9A.24	21ur-4056	4848872	4848892
WBGene00050621	Y51H4A.383	21ur-5078	16728204	16728224
WBGene00050622	Y105C5A.490	21ur-2922	15762424	15762444
WBGene00050623	Y116A8C.182	21ur-1455	17051687	17051707
WBGene00050624	Y41E3.206	21ur-2433	14997673	14997693
WBGene00050625	Y116A8C.183	21ur-959	16914224	16914244
WBGene00050626	Y105C5B.580	21ur-353	15946110	15946130
WBGene00050627	Y105C5B.581	21ur-3632	16038414	16038434
WBGene00050628	Y64G10A.158	21ur-3926	14287391	14287411
WBGene00050629	Y116A8B.32	21ur-632	17215969	17215989
WBGene00050630	Y116A8C.184	21ur-3777	16993645	16993665
WBGene00050631	AC7.20	21ur-3835	5138559	5138579
WBGene00050632	C55C3.28	21ur-2972	5718924	5718944
WBGene00050633	Y116A8B.33	21ur-3450	17209157	17209177
WBGene00050634	Y116A8C.185	21ur-4725	16982378	16982398
WBGene00050635	Y57G11C.474	21ur-1246	14814102	14814122
WBGene00050636	Y57G11C.475	21ur-4045	14746578	14746598
WBGene00050637	Y57G11C.476	21ur-28	14911788	14911808
WBGene00050638	H08M01.53	21ur-3533	13825041	13825061
WBGene00050639	Y73F8A.476	21ur-757	15410234	15410254
WBGene00050640	VY10G11R.29	21ur-219	16461488	16461508
WBGene00050641	Y73B6BL.82	21ur-3344	6397136	6397156
WBGene00050642	F02H6.32	21ur-5260	14223092	14223112
WBGene00050643	Y116A8C.186	21ur-1132	16977917	16977937
WBGene00050644	Y73F8A.477	21ur-1464	15426964	15426984
WBGene00050645	Y57G11C.477	21ur-4754	14943492	14943512
WBGene00050646	Y57G11C.478	21ur-707	14877374	14877394
WBGene00050647	C10G6.20	21ur-878	5818867	5818887
WBGene00050648	Y105C5A.491	21ur-2370	15600867	15600887
WBGene00050649	Y105C5B.582	21ur-446	16123356	16123376
WBGene00050650	Y105C5B.583	21ur-1587	16088336	16088356
WBGene00050651	Y67A10A.142	21ur-4167	14364329	14364349
WBGene00050652	Y105C5A.492	21ur-4746	15719726	15719746
WBGene00050653	Y41E3.207	21ur-4572	15000635	15000655
WBGene00050654	Y73F8A.478	21ur-434	15384654	15384674
WBGene00050655	C47A4.71	21ur-3637	13722521	13722541
WBGene00050656	Y105C5A.493	21ur-4347	15761408	15761428
WBGene00050657	F26D12.28	21ur-735	5589636	5589656
